Date,return,S&P500,Interest_rate,net_value,cum_profit,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,hit_rate,VaR,CVaR
2016-01-25,-0.051454724815645995,1877.0799559999998,0.006213,1.471214792977246,119.61749424362739,1.2461197328412381,-0.015637981868314253,0.012308352295832778,0.5067354716443727,-0.051479576815645994,-0.03581674294733174,0.3711797476043497,0.3348949905216747,0.4845360824742268,0.820294444533465,1.0679099327531476
2016-01-26,0.02314272184703885,1903.630005,0.006211,1.5052627077083673,124.95247008586279,1.2637452686427626,0.014144335682203715,0.012551383367424583,0.5066460040682069,0.02311787784703885,0.008998386164835136,0.3788325956650845,0.3385619209643477,0.4848901098901099,0.8202423854092055,1.0679099327531476
2016-01-27,-0.02799486253190663,1882.949951,0.006181,1.4631230851316661,118.89961301054933,1.2500165922039939,-0.010863483946818702,0.012238753542364082,0.5066123367432331,-0.02801958653190663,-0.017131378585087925,0.36909798459931725,0.331170688349644,0.48455730954015097,0.8201903262849458,1.0679099327531476
2016-01-28,0.013357150309004553,1893.359985,0.006156000000000001,1.4826662401003443,121.8934696121326,1.2569274053238524,0.005528577110863447,0.0123753055921829,0.5064651546451335,0.013332526309004552,0.007828573198141106,0.37347010464790753,0.33434615915014604,0.4849108367626886,0.8201382671606863,1.0679099327531476
2016-01-29,0.09003485838891476,1940.2399899999998,0.006126,1.6161578850658036,141.83414119277205,1.288049201238547,0.024760217481832925,0.013343207376137811,0.5076384591411924,0.09001035438891476,0.06527464090708184,0.4027641056098831,0.3609418373213026,0.4852638793694311,0.8200862080364266,1.0679099327531476
2016-02-01,-0.018815461262820916,1939.380005,0.0061860000000000005,1.5857491289847454,137.79774057519552,1.2874782909398024,-0.0004432364060282756,0.013130156127705976,0.5075295889371838,-0.018840205262820917,-0.01837222485679264,0.39621154811046144,0.3530344692995015,0.4849315068493151,0.820034148912167,1.0679099327531476
2016-02-02,-0.06040263554013994,1903.030029,0.006192,1.4899657022885855,125.21224434508548,1.2633469681172889,-0.018743091042644853,0.012467019359865503,0.507987961771875,-0.060427403540139944,-0.041659544497495093,0.3752075637371194,0.33511383350634305,0.48459958932238195,0.8210248596029658,1.0697466219554836
2016-02-03,0.01651272559961765,1912.530029,0.006206000000000001,1.5145690970833183,128.79489591998328,1.2696536453710476,0.0049920389353982,0.012637191910858617,0.5078556194179883,0.01648790159961765,0.011520686664219449,0.3806055019169177,0.33980941797261416,0.4849521203830369,0.8209712131488401,1.0697466219554836
2016-02-04,0.014064300227706439,1915.449951,0.006202,1.5358704515803046,131.83436657567262,1.2715920670194845,0.0015267326294096035,0.012780652184572042,0.5077114186090028,0.01403949222770644,0.012537567598296835,0.38518312548651906,0.34492337237824233,0.48530416951469585,0.8209191540245806,1.0663847921067453
2016-02-05,-0.0676730809533239,1880.050049,0.006197,1.4319333661766924,116.88714725789117,1.2480914610480434,-0.018481246133065884,0.012040538710442248,0.508326622585305,-0.0676978689533239,-0.04919183482025802,0.3616891602692263,0.323782107210673,0.4849726775956284,0.8219368493231005,1.0697501184218599
