Date,return,S&P500,Interest_rate,net_value,cum_profit,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,hit_rate,VaR,CVaR
2012-12-27,-0.0060091049185876716,1418.099976,0.00311,1.258552901226741,253.38018899999975,0.9414209328626417,-0.006000068548916839,0.005515371404840764,0.16360297387244874,-0.006021544918587671,-9.0363696708326e-06,0.47242475705576464,0.42013461137163094,0.005128205128205128,0.2839280136560077,0.39476774335234494
2012-12-28,-0.011080693709410904,1402.430054,0.00308,1.244607262011157,237.7102669999997,0.931018286478897,-0.011049941657992191,0.005283683555754824,0.16362592561391248,-0.011093013709410904,-3.075205141871325e-05,0.4500153251474425,0.41980977860012103,0.005121638924455826,0.2837381313749256,0.39476774335234494
2012-12-31,0.016870983806926768,1426.189941,0.0030600000000000002,1.2656050109745307,261.47015399999987,0.9467915432046633,0.016941940834933188,0.005618472278460049,0.16378844834174205,0.016858743806926767,-7.095702800642006e-05,0.481953647530235,0.41941335602754787,0.005115089514066497,0.2835482490938435,0.39476774335234494
2013-01-02,0.025244768466164597,1462.420044,0.00305,1.2975549164462004,297.70025699999974,0.9708432870458673,0.025403420651387103,0.006121715711330787,0.16428740453874063,0.025232568466164597,-0.00015865218522250618,0.5289946799705005,0.4188602539071879,0.005108556832694764,0.28323534303739384,0.3919872559958824
2013-01-03,-0.002086706576641343,1459.369995,0.00305,1.2948473000684988,294.6502079999998,0.9688184791878516,-0.002085617612062728,0.00607175984458171,0.164188278571435,-0.002098906576641343,-1.0889645786151154e-06,0.5245546405123866,0.4185905571873255,0.00510204081632653,0.28292243698094427,0.3919872559958824
2013-01-04,0.004859198430582091,1466.469971,0.00305,1.3011392200368352,301.75018399999976,0.9735318746764234,0.004865096599440423,0.0061620135606176695,0.16410285866950447,0.004846998430582091,-5.898168858331672e-06,0.5335797353660063,0.4183127594460139,0.005095541401273885,0.2826095309244946,0.3919872559958824
2013-01-07,-0.0031255596685193262,1461.890015,0.00305,1.2970724317675595,297.1702279999997,0.9704914215892217,-0.0031231161159589725,0.006091209164264768,0.1640101657396489,-0.003137759668519326,-2.443552560353786e-06,0.5271058514411247,0.4180416717964069,0.005089058524173028,0.282296624868045,0.3919872559958824
2013-01-08,-0.003245005766596235,1457.150024,0.00305,1.2928634242467807,292.4302369999998,0.9673447275447248,-0.003242371827814943,0.006018182121798624,0.1639184537985204,-0.003257205766596235,-2.633938781292002e-06,0.5204069212393684,0.4177707585722552,0.005082592121982211,0.2819837188115954,0.3919872559958824
2013-01-09,0.0026541062544121015,1461.02002,0.00305,1.2962948211471748,296.3002329999997,0.9699138660442339,0.002655866545145711,0.006063858008022772,0.16381915820415902,0.0026419062544121015,-1.7602907336094521e-06,0.5251850864952904,0.4175019214918878,0.005076142131979695,0.28167081275514577,0.3919872559958824
2013-01-10,0.0075830572122751305,1472.119995,0.00305,1.3061246989399096,307.4002079999998,0.9772827039231594,0.007597414715782032,0.0062083184192953085,0.1637652624833733,0.00757085721227513,-1.4357503506901535e-05,0.5393629312655758,0.417211082398917,0.005069708491761723,0.2813579066986962,0.3919872559958824
